participant,syllables,lexicality,rt,acc,
P2,3.0,2.0,0.5675,1.0,
P2,3.0,1.0,0.5997,1.0,
P2,3.0,1.0,0.584,1.0,
P2,4.0,2.0,0.5831,1.0,
P2,3.0,1.0,0.5683,1.0,
P2,4.0,1.0,0.583,1.0,
P2,4.0,2.0,0.5717,1.0,
P2,4.0,2.0,0.5391,1.0,
P2,4.0,2.0,0.4995,1.0,
P2,4.0,2.0,0.4866,1.0,
P2,3.0,2.0,0.4819,1.0,
P2,4.0,1.0,0.5211,1.0,
P2,3.0,2.0,0.5506,1.0,
P2,3.0,2.0,0.5163,1.0,
P2,3.0,1.0,0.5348,1.0,
P2,4.0,2.0,0.5497,1.0,
P2,3.0,2.0,0.5149,1.0,
P2,3.0,2.0,0.4818,1.0,
P2,4.0,1.0,0.756,1.0,
P2,3.0,1.0,0.5387,1.0,
P2,4.0,1.0,0.5658,1.0,
P2,3.0,1.0,0.4479,1.0,
P2,4.0,1.0,0.4339,1.0,
P2,3.0,2.0,0.4659,0.0,
P2,3.0,2.0,0.4848,1.0,
P2,3.0,1.0,0.4817,0.0,
P2,4.0,1.0,0.4659,1.0,
P2,4.0,2.0,0.5987,1.0,
P2,4.0,1.0,0.5334,1.0,
P2,3.0,2.0,0.5825,1.0,
P2,3.0,1.0,0.4832,1.0,
P2,3.0,2.0,0.5324,1.0,
P2,3.0,1.0,0.4664,1.0,
P2,4.0,2.0,0.6495,1.0,
P2,3.0,1.0,0.4009,1.0,
P2,3.0,2.0,0.5322,1.0,
P2,3.0,1.0,0.4327,1.0,
P2,4.0,2.0,0.5496,1.0,
P2,3.0,2.0,0.6211,1.0,
P2,4.0,2.0,0.6331,1.0,
P2,4.0,1.0,0.4834,1.0,
P2,4.0,2.0,0.8157,1.0,
P2,3.0,2.0,0.5825,1.0,
P2,3.0,2.0,0.5817,1.0,
P2,4.0,1.0,0.6328,1.0,
P2,4.0,1.0,0.4166,1.0,
P2,3.0,1.0,0.4516,1.0,
P2,3.0,1.0,0.3993,1.0,
P2,3.0,1.0,0.4167,1.0,
P2,3.0,1.0,0.3832,1.0,
P2,3.0,2.0,0.5888,1.0,
P2,3.0,1.0,0.5495,1.0,
P2,3.0,2.0,0.6478,1.0,
P2,3.0,2.0,0.5153,1.0,
P2,3.0,2.0,0.4659,1.0,
P2,4.0,1.0,0.482,1.0,
P2,4.0,1.0,0.5329,1.0,
P2,4.0,1.0,0.5999,1.0,
P2,4.0,2.0,0.549,1.0,
P2,3.0,1.0,0.4826,1.0,
P2,3.0,2.0,0.6153,1.0,
P2,3.0,2.0,0.5491,1.0,
P2,3.0,2.0,0.5318,1.0,
P2,3.0,1.0,0.5009,1.0,
P2,4.0,1.0,1.1163,1.0,
P2,3.0,2.0,0.717,1.0,
P2,4.0,1.0,0.5159,1.0,
P2,4.0,1.0,0.667,1.0,
P2,4.0,2.0,0.5493,1.0,
P2,3.0,1.0,0.4656,1.0,
P2,3.0,1.0,0.533,1.0,
P2,4.0,1.0,0.4512,1.0,
P2,3.0,1.0,0.4661,1.0,
P2,3.0,1.0,0.4338,1.0,
P2,3.0,2.0,0.5163,1.0,
P2,4.0,1.0,0.6325,1.0,
P2,3.0,1.0,0.6165,1.0,
P2,3.0,1.0,0.4191,1.0,
P2,4.0,2.0,0.6349,1.0,
P2,3.0,2.0,0.8045,1.0,
P2,3.0,2.0,0.5887,1.0,
P2,4.0,2.0,0.5336,1.0,
P2,4.0,2.0,0.4983,1.0,
P2,4.0,2.0,0.5152,1.0,
P2,4.0,2.0,0.4314,1.0,
P2,3.0,2.0,0.449,1.0,
P2,4.0,1.0,0.5349,1.0,
P2,4.0,1.0,0.6322,1.0,
P2,4.0,2.0,0.469,1.0,
P2,3.0,1.0,0.5179,1.0,
P2,4.0,2.0,0.5333,1.0,
P2,3.0,2.0,0.5817,1.0,
P2,3.0,1.0,0.4829,1.0,
P2,3.0,2.0,0.5894,1.0,
P2,3.0,1.0,0.4492,1.0,
P2,4.0,2.0,0.621,1.0,
P2,3.0,2.0,0.4658,0.0,
P2,4.0,1.0,0.4988,1.0,
P2,3.0,2.0,0.5657,1.0,
P2,3.0,1.0,0.5985,1.0,
P2,4.0,1.0,0.5822,1.0,
P2,3.0,2.0,0.5341,1.0,
P2,3.0,1.0,0.4521,1.0,
P2,3.0,1.0,0.4497,1.0,
P2,4.0,1.0,0.3687,1.0,
P2,3.0,1.0,0.4509,1.0,
P2,3.0,1.0,0.3816,1.0,
P2,4.0,2.0,0.3832,1.0,
P2,4.0,2.0,0.5849,1.0,
P2,4.0,1.0,0.516,1.0,
P2,3.0,1.0,0.4495,1.0,
P2,4.0,2.0,0.5493,1.0,
P2,4.0,1.0,0.4837,1.0,
P2,4.0,2.0,0.6147,1.0,
P2,3.0,1.0,0.5187,1.0,
P3,3.0,1.0,0.4618,1.0,
P3,4.0,1.0,0.4335,1.0,
P3,4.0,2.0,0.5811,1.0,
P3,4.0,1.0,0.4588,1.0,
P3,3.0,1.0,0.4833,1.0,
P3,3.0,1.0,0.4993,1.0,
P3,4.0,2.0,0.5472,1.0,
P3,3.0,1.0,0.4984,1.0,
P3,3.0,1.0,0.4284,1.0,
P3,4.0,2.0,0.4466,1.0,
P3,3.0,1.0,0.347,1.0,
P3,3.0,1.0,0.3988,1.0,
P3,4.0,1.0,0.4984,1.0,
P3,4.0,1.0,0.5669,0.0,
P3,3.0,2.0,0.4787,1.0,
P3,4.0,2.0,0.5098,1.0,
P3,3.0,2.0,0.5739,1.0,
P3,3.0,1.0,0.4484,1.0,
P3,3.0,1.0,0.3592,1.0,
P3,3.0,1.0,0.4098,1.0,
P3,4.0,2.0,0.4756,1.0,
P3,3.0,1.0,0.4152,1.0,
P3,4.0,1.0,0.8136,1.0,
P3,4.0,1.0,0.4527,1.0,
P3,3.0,1.0,0.413,1.0,
P3,3.0,2.0,0.5007,1.0,
P3,3.0,1.0,0.4434,1.0,
P3,4.0,1.0,0.4462,1.0,
P3,3.0,2.0,0.498,1.0,
P3,4.0,1.0,0.5049,1.0,
P3,4.0,1.0,0.5288,1.0,
P3,3.0,2.0,0.5116,1.0,
P3,4.0,1.0,0.3836,1.0,
P3,4.0,2.0,0.4273,1.0,
P3,3.0,1.0,0.3617,1.0,
P3,4.0,1.0,0.4335,1.0,
P3,3.0,2.0,0.4477,1.0,
P3,3.0,1.0,0.3659,1.0,
P3,3.0,2.0,0.5127,1.0,
P3,3.0,2.0,0.4651,1.0,
P3,3.0,1.0,0.3926,1.0,
P3,4.0,2.0,0.5268,1.0,
P3,3.0,1.0,0.4258,1.0,
P3,3.0,2.0,0.4363,1.0,
P3,4.0,1.0,0.4542,1.0,
P3,4.0,2.0,0.5128,1.0,
P3,4.0,1.0,0.4295,1.0,
P3,4.0,2.0,0.5015,1.0,
P3,3.0,1.0,0.5024,1.0,
P3,3.0,2.0,0.5333,1.0,
P3,4.0,1.0,0.4654,1.0,
P3,4.0,2.0,0.5757,1.0,
P3,3.0,2.0,0.5494,1.0,
P3,3.0,1.0,0.377,1.0,
P3,3.0,1.0,0.4806,1.0,
P3,4.0,2.0,0.5527,1.0,
P3,4.0,2.0,0.6622,1.0,
P3,4.0,2.0,0.4614,1.0,
P3,4.0,2.0,0.4603,1.0,
P3,4.0,1.0,0.4662,1.0,
P3,3.0,2.0,0.5139,1.0,
P3,4.0,2.0,0.5167,1.0,
P3,4.0,1.0,0.4404,0.0,
P3,4.0,2.0,0.5262,1.0,
P3,3.0,1.0,0.4288,1.0,
P3,4.0,2.0,0.4828,1.0,
P3,3.0,2.0,0.5798,1.0,
P3,3.0,1.0,0.6561,1.0,
P3,4.0,1.0,0.4841,1.0,
P3,3.0,2.0,0.6887,0.0,
P3,3.0,2.0,0.5448,1.0,
P3,3.0,1.0,0.4332,1.0,
P3,4.0,2.0,0.4774,1.0,
P3,4.0,2.0,0.4909,1.0,
P3,4.0,1.0,0.3998,1.0,
P3,3.0,1.0,0.4154,1.0,
P3,4.0,1.0,0.4769,1.0,
P3,4.0,1.0,0.5892,1.0,
P3,4.0,2.0,0.4824,1.0,
P3,4.0,2.0,0.4309,1.0,
P3,4.0,2.0,0.5106,1.0,
P3,3.0,1.0,0.3981,1.0,
P3,3.0,2.0,0.3988,1.0,
P3,4.0,1.0,0.3639,1.0,
P3,4.0,1.0,0.3932,1.0,
P3,4.0,2.0,0.4154,1.0,
P3,4.0,1.0,0.3816,0.0,
P3,4.0,2.0,0.4779,1.0,
P3,4.0,1.0,0.4227,1.0,
P3,3.0,1.0,0.4735,1.0,
P3,4.0,2.0,0.498,1.0,
P3,4.0,1.0,0.5678,1.0,
P3,4.0,2.0,0.5638,1.0,
P3,3.0,1.0,0.5159,1.0,
P3,4.0,1.0,0.431,1.0,
P3,4.0,1.0,0.5328,1.0,
P3,4.0,1.0,0.4626,1.0,
P3,3.0,1.0,0.4168,1.0,
P3,3.0,2.0,0.4982,1.0,
P3,3.0,1.0,0.4099,1.0,
P3,3.0,2.0,0.4626,1.0,
P3,4.0,2.0,0.546,1.0,
P3,4.0,1.0,0.4963,1.0,
P3,4.0,2.0,0.5531,1.0,
P3,4.0,2.0,0.4795,1.0,
P3,3.0,2.0,0.45,1.0,
P3,4.0,1.0,0.3847,1.0,
P3,4.0,1.0,0.5347,1.0,
P3,4.0,1.0,0.4951,1.0,
P3,4.0,2.0,0.4665,1.0,
P3,4.0,2.0,0.4357,1.0,
P3,3.0,2.0,0.652,1.0,
P3,3.0,2.0,0.4441,1.0,
P3,4.0,1.0,0.3835,1.0,
P3,3.0,2.0,0.5119,1.0,
P3,3.0,2.0,0.448,1.0,
P3,4.0,2.0,0.43,1.0,
P3,4.0,1.0,0.8534,1.0,
P3,4.0,1.0,0.4954,1.0,
P3,3.0,2.0,0.549,1.0,
P3,3.0,1.0,0.4644,1.0,
P3,4.0,2.0,0.5193,1.0,
P3,3.0,2.0,0.5215,1.0,
P3,3.0,2.0,0.6141,1.0,
P3,3.0,1.0,0.446,1.0,
P3,4.0,1.0,0.393,0.0,
P3,3.0,1.0,0.4271,1.0,
P3,4.0,1.0,0.464,1.0,
P3,3.0,1.0,0.4126,1.0,
P3,4.0,2.0,0.5089,1.0,
P3,3.0,2.0,0.5452,1.0,
P3,3.0,1.0,0.396,1.0,
P3,3.0,2.0,0.4794,1.0,
P3,4.0,2.0,0.466,1.0,
P3,3.0,1.0,0.5334,1.0,
P3,4.0,2.0,0.4172,1.0,
P3,4.0,2.0,0.497,1.0,
P3,4.0,2.0,0.431,1.0,
P3,3.0,2.0,0.5408,1.0,
P3,3.0,1.0,0.3992,1.0,
P3,4.0,1.0,0.6094,1.0,
P3,3.0,1.0,0.4447,1.0,
P3,3.0,1.0,0.4387,1.0,
P3,3.0,2.0,0.4926,1.0,
P3,4.0,2.0,0.3981,1.0,
P3,4.0,2.0,0.4623,1.0,
P3,4.0,2.0,0.4825,1.0,
P3,4.0,1.0,0.4382,1.0,
P3,3.0,2.0,0.4266,1.0,
P3,3.0,2.0,0.4668,1.0,
P3,3.0,1.0,0.4807,1.0,
P3,3.0,1.0,0.9689,0.0,
P3,4.0,1.0,0.6001,1.0,
P3,4.0,2.0,0.53,1.0,
P3,3.0,1.0,0.397,1.0,
P3,4.0,1.0,0.4485,1.0,
P3,4.0,1.0,0.4317,1.0,
P3,4.0,1.0,0.465,1.0,
P3,3.0,1.0,0.4188,1.0,
P3,3.0,2.0,0.3932,1.0,
P3,4.0,1.0,0.4243,1.0,
P3,4.0,1.0,0.3797,1.0,
P3,4.0,2.0,0.5289,1.0,
P3,4.0,1.0,0.4537,1.0,
P3,3.0,2.0,0.5609,1.0,
P3,4.0,1.0,0.3693,1.0,
P3,4.0,1.0,0.4051,1.0,
P3,4.0,2.0,0.3966,1.0,
P3,3.0,2.0,0.4057,1.0,
P3,3.0,1.0,0.4473,1.0,
P3,3.0,1.0,0.446,1.0,
P3,4.0,1.0,0.4296,1.0,
P3,4.0,1.0,0.3959,0.0,
P3,4.0,2.0,0.496,1.0,
P3,3.0,2.0,0.5175,1.0,
P3,4.0,1.0,0.4465,1.0,
P3,4.0,2.0,0.4811,1.0,
P3,4.0,1.0,0.5933,1.0,
P3,4.0,1.0,0.5027,1.0,
P3,3.0,2.0,0.6142,1.0,
P3,4.0,2.0,0.5316,1.0,
P3,4.0,2.0,0.6766,1.0,
P3,4.0,2.0,0.4751,1.0,
P3,3.0,2.0,0.4922,1.0,
P3,4.0,2.0,0.5634,1.0,
P3,3.0,2.0,0.5561,1.0,
P3,4.0,1.0,0.4757,1.0,
P3,3.0,1.0,0.3976,1.0,
P3,3.0,2.0,0.4699,1.0,
P3,4.0,1.0,0.6459,1.0,
P3,4.0,2.0,0.4497,1.0,
P3,3.0,1.0,0.6342,1.0,
P3,4.0,2.0,0.4817,1.0,
P3,3.0,1.0,0.4792,1.0,
P3,3.0,1.0,0.4667,1.0,
P3,4.0,2.0,0.449,1.0,
P3,4.0,1.0,0.4252,1.0,
P3,3.0,1.0,0.3477,1.0,
P3,3.0,2.0,0.5092,1.0,
P3,3.0,2.0,0.4267,1.0,
P3,3.0,2.0,0.5441,1.0,
P3,3.0,2.0,0.551,1.0,
P3,3.0,1.0,0.4493,1.0,
P3,3.0,1.0,0.4307,0.0,
P3,3.0,1.0,0.5325,1.0,
P3,3.0,2.0,0.4494,1.0,
P3,3.0,1.0,0.3622,1.0,
P3,4.0,2.0,0.5263,1.0,
P3,3.0,2.0,0.4801,1.0,
P3,3.0,2.0,0.4322,0.0,
P3,3.0,2.0,0.5978,1.0,
P3,4.0,2.0,0.4752,1.0,
P3,4.0,1.0,0.6344,1.0,
P3,3.0,2.0,0.5311,1.0,
P3,4.0,1.0,0.4285,1.0,
P3,4.0,2.0,0.5308,1.0,
P3,4.0,2.0,0.5156,1.0,
P3,4.0,1.0,0.4463,1.0,
P3,3.0,1.0,0.3849,1.0,
P3,3.0,1.0,0.4109,1.0,
P3,3.0,2.0,0.494,1.0,
P3,3.0,2.0,0.5106,1.0,
P3,3.0,2.0,0.3935,1.0,
P3,4.0,1.0,0.4188,1.0,
P3,4.0,1.0,0.4084,1.0,
P3,4.0,1.0,0.393,1.0,
P3,3.0,2.0,0.4795,1.0,
P3,3.0,1.0,0.4488,1.0,
P3,4.0,1.0,0.4329,0.0,
P3,4.0,2.0,0.4963,1.0,
P3,3.0,2.0,0.4958,1.0,
P3,3.0,1.0,0.4462,1.0,
P3,3.0,1.0,0.5826,1.0,
P3,3.0,2.0,0.4403,1.0,
P3,4.0,2.0,0.5097,1.0,
P3,3.0,2.0,0.5009,1.0,
P3,3.0,1.0,0.6202,1.0,
P3,4.0,2.0,0.4292,1.0,
P3,4.0,1.0,0.3704,1.0,
P3,4.0,1.0,0.4006,1.0,
P3,4.0,1.0,0.467,0.0,
P3,3.0,2.0,0.4624,1.0,
P3,4.0,1.0,0.4414,1.0,
P3,3.0,1.0,0.5279,1.0,
P3,4.0,1.0,0.4637,1.0,
P3,4.0,2.0,0.526,1.0,
P3,4.0,2.0,0.4596,1.0,
P3,4.0,1.0,0.4509,1.0,
P3,3.0,2.0,0.5433,1.0,
P3,3.0,2.0,0.4276,1.0,
P3,3.0,2.0,0.6908,1.0,
P3,4.0,1.0,0.3978,1.0,
P3,4.0,2.0,0.4936,1.0,
P3,3.0,2.0,0.4132,1.0,
P3,3.0,2.0,0.8948,1.0,
P3,3.0,2.0,0.4997,1.0,
P3,3.0,2.0,0.5171,1.0,
P3,4.0,1.0,0.4467,1.0,
P3,3.0,1.0,0.3629,1.0,
P3,4.0,2.0,0.4674,1.0,
P3,4.0,1.0,0.4291,1.0,
P3,3.0,1.0,0.4056,0.0,
P3,3.0,2.0,0.5658,1.0,
P3,4.0,2.0,0.503,1.0,
P3,4.0,2.0,0.4573,1.0,
P3,3.0,2.0,0.379,0.0,
P3,4.0,2.0,0.5438,1.0,
P3,4.0,2.0,0.4846,1.0,
P3,3.0,2.0,0.4816,1.0,
P3,3.0,1.0,0.4134,1.0,
P3,3.0,1.0,0.4424,1.0,
P3,4.0,1.0,0.4326,1.0,
P3,3.0,1.0,0.3794,1.0,
P3,3.0,2.0,0.4376,1.0,
P3,3.0,2.0,0.4647,1.0,
P3,4.0,1.0,0.603,1.0,
P3,3.0,1.0,0.5257,1.0,
P3,3.0,2.0,1.1579,1.0,
P3,4.0,1.0,0.5594,1.0,
P3,4.0,1.0,0.7112,1.0,
P3,4.0,2.0,0.4153,1.0,
P3,3.0,1.0,0.4943,1.0,
P3,3.0,2.0,0.4451,1.0,
P3,3.0,1.0,0.3816,1.0,
P3,4.0,1.0,0.4659,1.0,
P3,4.0,1.0,0.4655,1.0,
P3,3.0,1.0,0.5331,1.0,
P3,3.0,1.0,0.4638,1.0,
P3,4.0,2.0,0.5946,1.0,
P3,4.0,2.0,0.4575,1.0,
P3,3.0,1.0,0.4325,1.0,
P3,3.0,2.0,0.3914,1.0,
P3,4.0,2.0,0.4072,1.0,
P3,4.0,2.0,0.7642,1.0,
P3,4.0,1.0,0.4099,1.0,
P3,4.0,1.0,0.3675,1.0,
P3,3.0,1.0,0.4161,1.0,
P3,3.0,2.0,0.4478,1.0,
P3,3.0,1.0,0.3939,0.0,
P3,4.0,2.0,0.449,0.0,
P3,4.0,2.0,0.5446,1.0,
P3,3.0,2.0,0.4819,1.0,
P3,4.0,2.0,0.4418,1.0,
P3,4.0,2.0,0.4172,1.0,
P3,4.0,2.0,0.4341,1.0,
P3,3.0,2.0,0.4943,1.0,
P3,4.0,2.0,0.4697,1.0,
P3,4.0,2.0,0.4358,1.0,
P3,4.0,1.0,0.4495,1.0,
P3,3.0,1.0,0.4506,1.0,
P3,3.0,2.0,0.4683,1.0,
P3,4.0,1.0,0.5458,1.0,
P3,3.0,2.0,0.4342,1.0,
P3,3.0,2.0,0.4478,1.0,
P3,3.0,1.0,0.4346,1.0,
P3,4.0,2.0,0.5472,1.0,
P3,4.0,1.0,0.3613,1.0,
P3,3.0,2.0,0.5021,1.0,
P3,4.0,2.0,0.4293,1.0,
P3,3.0,1.0,0.4,1.0,
P3,3.0,2.0,0.3634,1.0,
P3,4.0,1.0,0.3933,1.0,
P3,3.0,2.0,0.4268,1.0,
P3,4.0,2.0,0.8824,0.0,
P3,3.0,2.0,0.6004,1.0,
P3,3.0,2.0,0.4916,1.0,
P3,4.0,1.0,0.4175,1.0,
P3,3.0,1.0,0.3996,0.0,
P3,3.0,1.0,0.4234,1.0,
P3,4.0,2.0,0.4646,1.0,
P3,3.0,2.0,0.5424,1.0,
P3,4.0,1.0,0.5003,1.0,
P3,3.0,1.0,0.4133,1.0,
P3,3.0,1.0,0.7753,1.0,
P3,4.0,1.0,0.5262,1.0,
P3,3.0,2.0,0.4468,1.0,
P3,4.0,2.0,0.5485,1.0,
P3,3.0,1.0,0.3812,1.0,
P3,3.0,1.0,0.4005,1.0,
P3,3.0,2.0,0.4764,1.0,
P3,3.0,2.0,0.607,1.0,
P3,3.0,1.0,0.4268,0.0,
P3,4.0,1.0,0.4812,1.0,
P3,3.0,2.0,0.5196,1.0,
P3,4.0,1.0,0.4476,1.0,
P3,4.0,2.0,0.5585,1.0,
P3,3.0,2.0,0.5581,1.0,
P3,3.0,1.0,0.4616,1.0,
P3,3.0,2.0,0.458,1.0,
P3,4.0,1.0,0.4443,1.0,
P3,3.0,1.0,0.3931,1.0,
P3,3.0,1.0,0.4228,0.0,
P3,4.0,2.0,0.4305,1.0,
P3,3.0,1.0,0.3846,1.0,
P3,4.0,2.0,0.4595,1.0,
P3,4.0,2.0,0.4795,1.0,
P3,3.0,1.0,0.51,1.0,
P3,3.0,1.0,0.4297,0.0,
P3,4.0,1.0,0.4759,1.0,
P3,4.0,1.0,0.464,1.0,
P3,3.0,2.0,0.5046,1.0,
P3,4.0,2.0,0.5559,1.0,
P3,3.0,2.0,0.4969,1.0,
P3,3.0,1.0,0.5492,1.0,
P3,4.0,2.0,0.4678,1.0,
P3,4.0,1.0,0.3776,1.0,
P3,4.0,1.0,0.4687,1.0,
P3,4.0,2.0,0.5082,0.0,
P3,4.0,2.0,0.4999,1.0,
P3,3.0,1.0,0.4819,1.0,
P3,4.0,2.0,0.5098,1.0,
P3,3.0,2.0,0.5378,1.0,
P3,3.0,2.0,0.4762,1.0,
P3,3.0,2.0,0.5053,1.0,
P3,4.0,1.0,0.4656,1.0,
P3,4.0,1.0,0.402,1.0,
P3,4.0,2.0,0.5315,1.0,
P3,3.0,1.0,0.4957,1.0,
P3,3.0,2.0,0.4807,1.0,
P3,4.0,1.0,0.5281,1.0,
P3,3.0,1.0,0.8958,1.0,
P3,3.0,2.0,0.5147,1.0,
P3,3.0,1.0,0.3729,1.0,
P3,4.0,1.0,0.597,1.0,
P3,4.0,1.0,0.4211,1.0,
P3,4.0,1.0,0.4133,1.0,
P3,4.0,2.0,0.437,1.0,
P3,4.0,2.0,0.5004,1.0,
P3,4.0,1.0,0.4517,1.0,
P3,4.0,2.0,0.5131,1.0,
P3,3.0,1.0,0.3926,1.0,
P3,3.0,1.0,0.3959,0.0,
P3,3.0,2.0,0.5147,1.0,
P3,4.0,2.0,0.6006,1.0,
P3,4.0,1.0,0.4259,1.0,
P3,4.0,1.0,0.411,1.0,
P3,4.0,2.0,0.6456,1.0,
P3,4.0,1.0,0.4697,1.0,
P3,3.0,1.0,0.4483,1.0,
P3,4.0,1.0,0.4676,1.0,
P3,3.0,1.0,0.42,1.0,
P3,3.0,1.0,0.4345,1.0,
P3,3.0,1.0,0.6148,1.0,
P3,3.0,2.0,0.4421,1.0,
P3,4.0,2.0,0.376,1.0,
P3,3.0,2.0,0.4346,1.0,
P3,4.0,2.0,0.4419,1.0,
P3,4.0,2.0,0.5663,1.0,
P3,3.0,1.0,0.3801,1.0,
P3,4.0,2.0,0.3885,1.0,
P3,3.0,1.0,0.7915,1.0,
P3,4.0,2.0,0.4189,1.0,
P3,4.0,1.0,0.4746,1.0,
P3,4.0,2.0,0.5109,1.0,
P3,4.0,2.0,0.4181,1.0,
P3,3.0,1.0,0.3691,1.0,
P3,3.0,2.0,0.4818,1.0,
P3,3.0,1.0,0.3678,1.0,
P3,4.0,1.0,0.3667,1.0,
P3,4.0,1.0,0.7329,1.0,
P3,3.0,1.0,0.3964,1.0,
P3,4.0,1.0,0.4395,1.0,
P3,4.0,1.0,0.398,1.0,
P3,3.0,1.0,0.402,1.0,
P3,4.0,2.0,0.5103,1.0,
P3,3.0,2.0,0.4153,1.0,
P3,4.0,1.0,0.4608,1.0,
P3,3.0,2.0,0.4442,1.0,
P3,4.0,2.0,0.3935,0.0,
P3,3.0,2.0,0.4955,1.0,
P3,4.0,1.0,0.6997,1.0,
P3,3.0,1.0,,0.0,
P3,4.0,2.0,,0.0,
P3,4.0,1.0,1.316,1.0,
P3,4.0,1.0,0.569,1.0,
P3,4.0,1.0,0.443,1.0,
P3,3.0,1.0,0.3983,1.0,
P3,3.0,1.0,0.3812,1.0,
P3,4.0,2.0,0.851,1.0,
P3,3.0,2.0,0.4636,1.0,
P3,3.0,2.0,0.8292,0.0,
P3,3.0,1.0,0.7229,1.0,
P3,3.0,1.0,0.4988,1.0,
P3,3.0,1.0,0.6663,1.0,
P3,3.0,2.0,0.496,0.0,
P3,3.0,2.0,0.569,1.0,
P3,3.0,2.0,0.4834,1.0,
P3,3.0,1.0,0.5374,1.0,
P3,4.0,1.0,0.5839,1.0,
P3,3.0,1.0,0.4805,1.0,
P3,3.0,2.0,0.4837,1.0,
P3,3.0,2.0,0.6675,0.0,
P3,3.0,2.0,0.4486,1.0,
P3,4.0,2.0,0.5268,1.0,
P3,3.0,1.0,0.5079,1.0,
P3,3.0,1.0,0.6464,1.0,
P3,3.0,2.0,0.5519,1.0,
P3,3.0,2.0,0.4855,0.0,
P3,4.0,1.0,0.5604,1.0,
P3,4.0,2.0,0.5468,1.0,
P3,3.0,1.0,0.5081,1.0,
P3,4.0,1.0,0.4628,1.0,
P3,4.0,1.0,0.4351,1.0,
P3,4.0,2.0,0.537,1.0,
P3,4.0,2.0,0.6712,1.0,
P3,3.0,1.0,0.4648,1.0,
P3,4.0,2.0,0.4826,1.0,
P3,3.0,2.0,0.6115,1.0,
P3,4.0,2.0,0.5301,1.0,
P3,3.0,1.0,0.3995,1.0,
P3,3.0,1.0,0.4642,0.0,
P3,4.0,1.0,0.4969,1.0,
P3,3.0,2.0,0.4954,1.0,
P3,3.0,2.0,0.6106,1.0,
P3,4.0,1.0,0.5975,1.0,
P3,3.0,2.0,0.5616,1.0,
P3,4.0,2.0,0.4794,1.0,
P3,3.0,2.0,0.433,1.0,
P3,3.0,2.0,0.4788,1.0,
P3,3.0,2.0,0.4779,1.0,
P3,3.0,1.0,0.5841,1.0,
P3,3.0,2.0,0.458,1.0,
P3,4.0,2.0,0.4235,1.0,
P3,4.0,1.0,0.4277,1.0,
P3,4.0,1.0,0.5119,1.0,
P3,4.0,2.0,0.4978,1.0,
P3,3.0,1.0,0.5977,1.0,
P3,4.0,2.0,0.4127,1.0,
P3,3.0,1.0,0.5492,1.0,
P3,3.0,2.0,0.4489,0.0,
P3,4.0,2.0,0.5309,1.0,
P3,4.0,1.0,0.3783,1.0,
P3,4.0,1.0,0.4418,1.0,
P3,3.0,1.0,0.3673,1.0,
P3,3.0,2.0,0.4263,1.0,
P3,3.0,2.0,1.0914,1.0,
P3,4.0,1.0,0.5313,1.0,
P3,3.0,1.0,0.5278,1.0,
P3,4.0,1.0,0.3708,1.0,
P3,3.0,2.0,0.4325,1.0,
P3,3.0,2.0,0.4611,1.0,
P3,3.0,2.0,0.5442,1.0,
P3,4.0,2.0,0.5288,0.0,
P3,4.0,2.0,0.4767,1.0,
P3,3.0,1.0,0.42,1.0,
P3,4.0,2.0,0.476,1.0,
P3,3.0,1.0,0.4478,1.0,
P3,3.0,2.0,0.5944,1.0,
P3,4.0,2.0,0.6266,1.0,
P3,3.0,2.0,0.4329,1.0,
P3,3.0,2.0,0.4472,1.0,
P3,4.0,2.0,0.4169,1.0,
P3,4.0,2.0,0.48,1.0,
P3,3.0,1.0,0.426,1.0,
P3,4.0,2.0,0.4912,1.0,
P3,4.0,2.0,0.9431,1.0,
P3,4.0,1.0,0.3982,1.0,
P3,4.0,1.0,0.4413,1.0,
P3,4.0,2.0,0.4294,1.0,
P3,4.0,2.0,0.4827,1.0,
P3,3.0,1.0,0.3838,1.0,
P3,3.0,2.0,0.4991,1.0,
P3,3.0,2.0,0.4659,1.0,
P3,4.0,2.0,0.448,1.0,
P3,4.0,1.0,0.5589,1.0,
P3,3.0,1.0,0.3939,1.0,
P3,3.0,1.0,0.416,1.0,
P3,4.0,2.0,0.4635,1.0,
P3,4.0,2.0,0.6345,1.0,
P3,3.0,1.0,0.4615,1.0,
P3,3.0,1.0,0.4854,1.0,
P3,3.0,2.0,0.4613,1.0,
P3,4.0,2.0,0.4341,1.0,
P3,4.0,2.0,0.4261,1.0,
P3,4.0,1.0,0.3678,1.0,
P3,3.0,2.0,0.4265,1.0,
P3,4.0,2.0,0.4433,1.0,
P3,4.0,1.0,0.391,1.0,
P3,4.0,1.0,0.408,0.0,
P3,4.0,2.0,0.4852,1.0,
P3,3.0,1.0,0.3785,1.0,
P3,4.0,1.0,0.3936,1.0,
P3,3.0,1.0,0.3784,1.0,
P3,4.0,2.0,0.5461,1.0,
P3,3.0,1.0,0.5097,1.0,
P3,3.0,2.0,0.4174,1.0,
P3,4.0,1.0,0.8357,1.0,
P3,3.0,2.0,0.6793,1.0,
P3,3.0,1.0,0.4085,1.0,
P3,3.0,1.0,0.6064,1.0,
P3,4.0,1.0,0.4801,0.0,
P3,3.0,1.0,0.719,1.0,
P3,4.0,1.0,0.4866,1.0,
P3,4.0,2.0,0.5178,1.0,
